,experiment_id,methodological_detail_id,qualitative_outcome,disease_id,meddra_level,meddra_id,location_id,disease_name,organism_id,organism_name,organism_ncbi_id,subject_value,control_value,ratio,method_name,sample_name,host_type,host_id,publication_id,control_name,response_name,response_unit
9886,10362,563,Elevated,140,low_level_term,10023436,31,Kidney stone,240,Bacteroides fragilis,817,0.368,0.033,,16S rRNA sequencing,Urine,Human,1227,1106,Healthy control,% (abundancy),% (abundancy)
9887,10363,563,Elevated,140,low_level_term,10023436,31,Kidney stone,280,Bacteroides plebeius,310297,1.473,0.037,,16S rRNA sequencing,Urine,Human,1227,1106,Healthy control,% (abundancy),% (abundancy)
9888,10364,563,Elevated,140,low_level_term,10023436,31,Kidney stone,346,Veillonella parvula,29466,0.364,0.047,,16S rRNA sequencing,Urine,Human,1227,1106,Healthy control,% (abundancy),% (abundancy)
10111,10588,578,Elevated,58,preferred_term,10012438,10,Atopic dermatitis,62,Streptococcus,1306,7.93,3.59,,Metagenomic sequencing,Faeces,Human,1243,1122,Healthy control,% (abundancy),% (abundancy)
10112,10589,578,Reduced,58,preferred_term,10012438,10,Atopic dermatitis,9,Clostridium,1506,1.12,6.45,,Metagenomic sequencing,Faeces,Human,1243,1122,Healthy control,% (abundancy),% (abundancy)
10113,10590,578,Reduced,58,preferred_term,10012438,10,Atopic dermatitis,67,Akkermansia,239934,0.01,3.27,,Metagenomic sequencing,Faeces,Human,1243,1122,Healthy control,% (abundancy),% (abundancy)
10114,10591,579,Reduced,198,preferred_term,10063844,10,Autism spectrum disorders,43,Bifidobacterium,41200,0.0959,0.121,,qPCR,Faeces,Human,1244,1123,Healthy sibling,% (abundancy),% (abundancy)
10251,10728,594,Reduced,378,low_level_term,10029967,61,Nasolacrimal duct obstruction,250,Corynebacterium,1716,37.58,65.14,,16S rRNA sequencing,Nasal swab,Human,1262,1140,Healthy control,% (abundancy),% (abundancy)
10252,10729,594,Elevated,378,low_level_term,10029967,61,Nasolacrimal duct obstruction,93,Staphylococcus,29387,24.697,16.944,,16S rRNA sequencing,Nasal swab,Human,1262,1140,Healthy control,% (abundancy),% (abundancy)
10387,10865,607,Reduced,47,preferred_term,10036485,10,Preeclamsia,410,Firmicutes,1239,60.62,75.57,,16S rRNA sequencing,Faeces,Human,1276,1154,Healthy control,% (abundancy),% (abundancy)
10426,10904,613,Elevated,8,preferred_term,10029883,86,Obesity,93,Staphylococcus,29387,12.61,0.87,,16S rRNA sequencing,Tissue biopsie,Human,1282,1160,Healthy control,% (abundancy),% (abundancy)
10427,10905,613,Reduced,8,preferred_term,10029883,86,Obesity,33,Bifidobacterium,41200,0.28,5.47,,16S rRNA sequencing,Tissue biopsie,Human,1282,1160,Healthy control,% (abundancy),% (abundancy)
10428,10906,613,Reduced,7,preferred_term,10067585,86,Type 2 Diabetes,33,Bifidobacterium,41200,0.69,5.47,,16S rRNA sequencing,Tissue biopsie,Human,1283,1160,Healthy control,% (abundancy),% (abundancy)
10429,10907,613,Elevated,7,preferred_term,10067585,86,Type 2 Diabetes,1,Lactobacillus,1591,8.62,0.58,,16S rRNA sequencing,Tissue biopsie,Human,1283,1160,Healthy control,% (abundancy),% (abundancy)
10430,10908,613,Elevated,7,preferred_term,10067585,86,Type 2 Diabetes,63,Escherichia,561,18.42,4.84,,16S rRNA sequencing,Tissue biopsie,Human,1283,1160,Healthy control,% (abundancy),% (abundancy)
10440,10918,615,Elevated,385,preferred_term,10052358,10,Invasive colorectal cancer,77,Fusobacterium,68766,9.65,0.95,,16S rRNA sequencing,Faeces,Human,1285,1162,Early colorectal cancer patient,% (abundancy),% (abundancy)
10441,10919,615,Elevated,385,preferred_term,10052358,10,Invasive colorectal cancer,305,Fusobacterium nucleatum,851,0.04,0.0002,,16S rRNA sequencing,Faeces,Human,1285,1162,Early colorectal cancer patient,% (abundancy),% (abundancy)
10455,10933,617,Reduced,39,preferred_term,10009839,5,"Celiac Disease, Coaliac disease",317,Acinetobacter,469,0.016,2.08,,16S rRNA sequencing,Saliva,Human,1287,1164,Healthy control,% (abundancy),% (abundancy)
10456,10934,617,Elevated,39,preferred_term,10009839,5,"Celiac Disease, Coaliac disease",248,Neisseria,482,20.44,10.08,,16S rRNA sequencing,Saliva,Human,1287,1164,Healthy control,% (abundancy),% (abundancy)
10457,10935,617,Elevated,39,preferred_term,10009839,5,"Celiac Disease, Coaliac disease",680,Porphyromonas endodontalis,28124,4.07,1.35,,16S rRNA sequencing,Saliva,Human,1287,1164,Healthy control,% (abundancy),% (abundancy)
10458,10936,617,Elevated,39,preferred_term,10009839,10,"Celiac Disease, Coaliac disease",242,Coriobacteriaceae,84107,1.39,0.14,,16S rRNA sequencing,Faeces,Human,1287,1164,Healthy control,% (abundancy),% (abundancy)
10459,10937,617,Elevated,39,preferred_term,10009839,10,"Celiac Disease, Coaliac disease",128,Coprococcus,33042,1.1,0.31,,16S rRNA sequencing,Faeces,Human,1287,1164,Healthy control,% (abundancy),% (abundancy)
10460,10938,617,Elevated,39,preferred_term,10009839,10,"Celiac Disease, Coaliac disease",236,Dorea,189330,1.03,0.88,,16S rRNA sequencing,Faeces,Human,1287,1164,Healthy control,% (abundancy),% (abundancy)
10461,10939,617,Elevated,39,preferred_term,10009839,10,"Celiac Disease, Coaliac disease",602,Roseburia faecis,301302,2.76,0.99,,16S rRNA sequencing,Faeces,Human,1287,1164,Healthy control,% (abundancy),% (abundancy)
10462,10940,617,Elevated,39,preferred_term,10009839,10,"Celiac Disease, Coaliac disease",39,Bifidobacterium longum,216816,4.99,1.4,,16S rRNA sequencing,Faeces,Human,1287,1164,Healthy control,% (abundancy),% (abundancy)
10454,10932,617,Reduced,39,preferred_term,10009839,86,"Celiac Disease, Coaliac disease",622,Rothia aeria,172042,0.04,0.45,,16S rRNA sequencing,Tissue biopsie,Human,1287,1164,Healthy control,% (abundancy),% (abundancy)
10599,11077,628,Elevated,13,preferred_term,10037153,5,Psoriasis,402,Rothia mucilaginosa,43675,0.3307,0.0515,,16S rRNA sequencing,Saliva,Human,1304,1177,Healthy control,% (abundancy),% (abundancy)
10600,11078,628,Elevated,13,preferred_term,10037153,5,Psoriasis,359,Tanerella forsythia,28112,0.0116,0.007,,16S rRNA sequencing,Saliva,Human,1304,1177,Healthy control,% (abundancy),% (abundancy)
10601,11079,628,Elevated,13,preferred_term,10037153,5,Psoriasis,1130,Rothia dentocariosa,2047,0.0226,0.0036,,16S rRNA sequencing,Saliva,Human,1304,1177,Healthy control,% (abundancy),% (abundancy)
10602,11080,628,Elevated,13,preferred_term,10037153,5,Psoriasis,94,Treponema,166,0.0102,0.0026,,16S rRNA sequencing,Saliva,Human,1304,1177,Healthy control,% (abundancy),% (abundancy)
10603,11081,628,Elevated,13,preferred_term,10037153,5,Psoriasis,704,Mogibacterium timidum,35519,0.0305,0.0266,,16S rRNA sequencing,Saliva,Human,1304,1177,Healthy control,% (abundancy),% (abundancy)
10604,11082,628,Elevated,13,preferred_term,10037153,5,Psoriasis,367,Treponema denticola,158,0.0097,0.0013,,16S rRNA sequencing,Saliva,Human,1304,1177,Healthy control,% (abundancy),% (abundancy)
10605,11083,628,Elevated,13,preferred_term,10037153,5,Psoriasis,623,Fretibacterium fastidiosum,651822,0.0051,0.0033,,16S rRNA sequencing,Saliva,Human,1304,1177,Healthy control,% (abundancy),% (abundancy)
10606,11084,628,Reduced,13,preferred_term,10037153,5,Psoriasis,714,Mycoplasma faucium,56142,0.0028,0.0047,,16S rRNA sequencing,Saliva,Human,1304,1177,Healthy control,% (abundancy),% (abundancy)
10607,11085,628,Reduced,13,preferred_term,10037153,5,Psoriasis,304,Porphyromonas gingivalis,837,0,0.0008,,16S rRNA sequencing,Saliva,Human,1304,1177,Healthy control,% (abundancy),% (abundancy)
10608,11086,628,Elevated,144,preferred_term,10034539,5,periodontitis,402,Rothia mucilaginosa,43675,1.0644,0.0515,,16S rRNA sequencing,Saliva,Human,1305,1177,Healthy control,% (abundancy),% (abundancy)
10609,11087,628,Elevated,144,preferred_term,10034539,5,periodontitis,714,Mycoplasma faucium,56142,0.0751,0.0047,,16S rRNA sequencing,Saliva,Human,1305,1177,Healthy control,% (abundancy),% (abundancy)
10610,11088,628,Elevated,144,preferred_term,10034539,5,periodontitis,359,Tanerella forsythia,28112,0.0751,0.0047,,16S rRNA sequencing,Saliva,Human,1305,1177,Healthy control,% (abundancy),% (abundancy)
10611,11089,628,Elevated,144,preferred_term,10034539,5,periodontitis,304,Porphyromonas gingivalis,837,0.0499,0.0008,,16S rRNA sequencing,Saliva,Human,1305,1177,Healthy control,% (abundancy),% (abundancy)
10612,11090,628,Elevated,144,preferred_term,10034539,5,periodontitis,347,Filifactor alocis,143361,0.1357,0.0153,,16S rRNA sequencing,Saliva,Human,1305,1177,Healthy control,% (abundancy),% (abundancy)
10613,11091,628,Elevated,144,preferred_term,10034539,5,periodontitis,1130,Rothia dentocariosa,2047,0.0916,0.0036,,16S rRNA sequencing,Saliva,Human,1305,1177,Healthy control,% (abundancy),% (abundancy)
10614,11092,628,Elevated,144,preferred_term,10034539,5,periodontitis,94,Treponema,166,0.0452,0.0026,,16S rRNA sequencing,Saliva,Human,1305,1177,Healthy control,% (abundancy),% (abundancy)
10615,11093,628,Elevated,144,preferred_term,10034539,5,periodontitis,704,Mogibacterium timidum,35519,0.1062,0.0266,,16S rRNA sequencing,Saliva,Human,1305,1177,Healthy control,% (abundancy),% (abundancy)
10616,11094,628,Elevated,144,preferred_term,10034539,5,periodontitis,305,Fusobacterium nucleatum,851,0.2576,0.0718,,16S rRNA sequencing,Saliva,Human,1305,1177,Healthy control,% (abundancy),% (abundancy)
10617,11095,628,Elevated,144,preferred_term,10034539,5,periodontitis,367,Treponema denticola,158,0.0404,0.0013,,16S rRNA sequencing,Saliva,Human,1305,1177,Healthy control,% (abundancy),% (abundancy)
10618,11096,628,Elevated,144,preferred_term,10034539,5,periodontitis,623,Fretibacterium fastidiosum,651822,0.0326,0.0033,,16S rRNA sequencing,Saliva,Human,1305,1177,Healthy control,% (abundancy),% (abundancy)
10619,11097,628,Elevated,144,preferred_term,10034539,5,periodontitis,355,Prevotella intermedia,28131,0.244,0.0315,,16S rRNA sequencing,Saliva,Human,1305,1177,Healthy control,% (abundancy),% (abundancy)
10620,11098,628,Elevated,144,preferred_term,10034539,5,periodontitis,680,Porphyromonas endodontalis,28124,0.3192,0.0848,,16S rRNA sequencing,Saliva,Human,1305,1177,Healthy control,% (abundancy),% (abundancy)
10666,11144,630,Elevated,8,preferred_term,10029883,10,Obesity,65,Faecalibacterium,216851,10.76,7.03,,16S rDNA pyrosequencing,Faeces,Human,1308,1179,Healthy control,% (abundancy),% (abundancy)
10667,11145,630,Elevated,8,preferred_term,10029883,10,Obesity,217,Phascolarctobacterium,33024,3.43,1.64,,16S rDNA pyrosequencing,Faeces,Human,1308,1179,Healthy control,% (abundancy),% (abundancy)
10668,11146,630,Elevated,8,preferred_term,10029883,10,Obesity,64,Lachnospira,28050,3.23,1.55,,16S rDNA pyrosequencing,Faeces,Human,1308,1179,Healthy control,% (abundancy),% (abundancy)
10669,11147,630,Elevated,8,preferred_term,10029883,10,Obesity,216,Megamonas,158846,1.79,0.54,,16S rDNA pyrosequencing,Faeces,Human,1308,1179,Healthy control,% (abundancy),% (abundancy)
10670,11148,630,Elevated,8,preferred_term,10029883,10,Obesity,247,Haemophilus,724,1.96,0.32,,16S rDNA pyrosequencing,Faeces,Human,1308,1179,Healthy control,% (abundancy),% (abundancy)
10671,11149,630,Reduced,8,preferred_term,10029883,10,Obesity,237,Oscillospira,119852,1.61,4.5,,16S rDNA pyrosequencing,Faeces,Human,1308,1179,Healthy control,% (abundancy),% (abundancy)
10672,11150,630,Reduced,8,preferred_term,10029883,10,Obesity,80,Dialister,39948,0.91,4.03,,16S rDNA pyrosequencing,Faeces,Human,1308,1179,Healthy control,% (abundancy),% (abundancy)
10673,11151,631,Elevated,390,preferred_term,10062212,55,Neisseria gonorrhoeae infection,91,Catonella,43996,0.7572,0.4715,,16S rRNA sequencing,Oropharynx swab,Human,1309,1180,Healthy control,% (abundancy),% (abundancy)
10674,11152,631,Elevated,390,preferred_term,10062212,55,Neisseria gonorrhoeae infection,78,Parvimonas,543311,0.4723,0.2197,,16S rRNA sequencing,Oropharynx swab,Human,1309,1180,Healthy control,% (abundancy),% (abundancy)
10675,11153,631,Elevated,390,preferred_term,10062212,55,Neisseria gonorrhoeae infection,531,Filifactor,44259,0.4387,0.1933,,16S rRNA sequencing,Oropharynx swab,Human,1309,1180,Healthy control,% (abundancy),% (abundancy)
10676,11154,631,Elevated,390,preferred_term,10062212,55,Neisseria gonorrhoeae infection,262,Peptococcus,2740,0.113,0.0379,,16S rRNA sequencing,Oropharynx swab,Human,1309,1180,Healthy control,% (abundancy),% (abundancy)
10677,11155,631,Elevated,390,preferred_term,10062212,55,Neisseria gonorrhoeae infection,1000,Fretibacterium,1434006,0.1126,0.0325,,16S rRNA sequencing,Oropharynx swab,Human,1309,1180,Healthy control,% (abundancy),% (abundancy)
10678,11156,631,Elevated,390,preferred_term,10062212,55,Neisseria gonorrhoeae infection,1179,Ezakiella,1582879,0.0961,0.0133,,16S rRNA sequencing,Oropharynx swab,Human,1309,1180,Healthy control,% (abundancy),% (abundancy)
10679,11157,631,Elevated,390,preferred_term,10062212,55,Neisseria gonorrhoeae infection,303,Eubacterium yurii,39498,0.0524,0.0268,,16S rRNA sequencing,Oropharynx swab,Human,1309,1180,Healthy control,% (abundancy),% (abundancy)
10680,11158,631,Reduced,390,preferred_term,10062212,55,Neisseria gonorrhoeae infection,319,Pseudomonas,286,0.1293,0.8807,,16S rRNA sequencing,Oropharynx swab,Human,1309,1180,Healthy control,% (abundancy),% (abundancy)
10681,11159,631,Reduced,390,preferred_term,10062212,55,Neisseria gonorrhoeae infection,63,Escherichia,561,0.0006,0.1253,,16S rRNA sequencing,Oropharynx swab,Human,1309,1180,Healthy control,% (abundancy),% (abundancy)
10682,11160,631,Elevated,390,preferred_term,10062212,55,Neisseria gonorrhoeae infection,1630,Oceanivirga,1824856,0.1009,0.0199,,16S rRNA sequencing,Oropharynx swab,Human,1309,1180,Healthy control,% (abundancy),% (abundancy)
10683,11162,631,Elevated,390,preferred_term,10062212,55,Neisseria gonorrhoeae infection,1631,Peptoanaerobacter,1913599,0.081,0.0502,,16S rRNA sequencing,Oropharynx swab,Human,1309,1180,Healthy control,% (abundancy),% (abundancy)
10846,11325,644,Reduced,312,preferred_term,10039218,81,Rosacea,1640,Cutibacterium acnes,1747,29.002,39.556,,16S rRNA sequencing,Skin swab,Human,1324,1194,Healthy control,% (abundancy),% (abundancy)
10847,11326,644,Reduced,119,preferred_term,10000496,81,Acne,1640,Cutibacterium acnes,1747,19.055,28.077,,16S rRNA sequencing,Skin swab,Human,1324,1194,Healthy control,% (abundancy),% (abundancy)
10925,11404,653,Elevated,166,preferred_term,10002026,10,Amyotrophic lateral sclerosis,1645,Kineothrix,2163168,0.0021,0,,16S rDNA pyrosequencing,Faeces,Human,1335,1205,Healthy control,% (abundancy),% (abundancy)
10926,11405,653,Elevated,166,preferred_term,10002026,10,Amyotrophic lateral sclerosis,53,Parabacteroides,1869337,0.32,0.01,,16S rDNA pyrosequencing,Faeces,Human,1335,1205,Healthy control,% (abundancy),% (abundancy)
10927,11406,653,Elevated,166,preferred_term,10002026,10,Amyotrophic lateral sclerosis,130,Odoribacter,283168,2.61,1.87,,16S rDNA pyrosequencing,Faeces,Human,1335,1205,Healthy control,% (abundancy),% (abundancy)
10928,11407,653,Elevated,166,preferred_term,10002026,10,Amyotrophic lateral sclerosis,755,Sporobacter,44748,0.12,0.02,,16S rDNA pyrosequencing,Faeces,Human,1335,1205,Healthy control,% (abundancy),% (abundancy)
10929,11408,653,Elevated,166,preferred_term,10002026,10,Amyotrophic lateral sclerosis,1342,Eisenbergiella,1432051,0.21,0.07,,16S rDNA pyrosequencing,Faeces,Human,1335,1205,Healthy control,% (abundancy),% (abundancy)
10930,11409,653,Elevated,166,preferred_term,10002026,10,Amyotrophic lateral sclerosis,104,Mannheimia,75984,0.12,0.02,,16S rDNA pyrosequencing,Faeces,Human,1335,1205,Healthy control,% (abundancy),% (abundancy)
10931,11410,653,Elevated,166,preferred_term,10002026,10,Amyotrophic lateral sclerosis,124,Anaerotruncus,244127,0.03,0.02,,16S rDNA pyrosequencing,Faeces,Human,1335,1205,Healthy control,% (abundancy),% (abundancy)
10932,11411,653,Elevated,166,preferred_term,10002026,10,Amyotrophic lateral sclerosis,256,Porphyromonadaceae,171551,0.0097,0.0072,,16S rDNA pyrosequencing,Faeces,Human,1335,1205,Healthy control,% (abundancy),% (abundancy)
10933,11412,653,Reduced,166,preferred_term,10002026,10,Amyotrophic lateral sclerosis,216,Megamonas,158846,1.48,7.54,,16S rDNA pyrosequencing,Faeces,Human,1335,1205,Healthy control,% (abundancy),% (abundancy)
80,81,,Reduced,8,preferred_term,10029883,10,Obesity,61,Bacteroides vulgatus,821,6.2,21.7,,qPCR,Faeces,Human,10,10,Healthy control,% (abundancy),% (abundancy)
119,120,,Reduced,12,preferred_term,10023856,14,Laryngeal carcinoma,62,Streptococcus,1306,25.1,56.1,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
120,121,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,77,Fusobacterium,68766,19.1,7.9,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
121,122,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,44,Prevotella,59823,15,6.9,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
122,123,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,78,Parvimonas,543311,4.6,1.3,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
123,124,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,79,Peptostreptococcus,1262,3.6,0.6,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
124,125,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,80,Dialister,39948,1.1,0.2,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
125,126,,Reduced,12,preferred_term,10023856,14,Laryngeal carcinoma,81,Mobiluncus,47293,0,0.07,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
126,127,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,82,Erysipelotrichaceae incertae sedis,128827,0.04,0,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
127,128,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,83,Serratia,616,0.1,0.02,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
128,129,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,84,Proteus,229037,0.03,0,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
129,130,,Reduced,12,preferred_term,10023856,14,Laryngeal carcinoma,85,Pyramidobacter,638847,0.01,0.05,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
130,131,,Reduced,12,preferred_term,10023856,14,Laryngeal carcinoma,86,Hallella,52228,0.01,0.05,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
131,132,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,87,Methylobacterium,409,0.1,0.01,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
132,133,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,88,Peptostreptococcaceae incertae sedis,186804,0.5,0.04,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
133,134,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,89,Selenomonas,970,0.5,0.04,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
134,135,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,90,Mycoplasma,2108,1,0.1,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
135,136,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,91,Catonella,43996,0.7,0.2,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
136,137,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,92,Aggregatibacter,416916,0.1,0.02,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
137,138,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,93,Staphylococcus,29387,0.2,0.007,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
138,139,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,94,Treponema,166,0.5,0.1,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
139,140,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,95,Schlegelella,215579,0.05,0.01,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
140,141,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,96,Moraxella,479,0.1,0,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
141,142,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,97,Capnocytophaga,44737,0.8,0.2,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
142,143,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,98,Helicobacter,218,0.03,0,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
143,144,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,99,Pandoraea,93217,0.04,0.01,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
144,145,,Elevated,12,preferred_term,10023856,14,Laryngeal carcinoma,100,Abiotrophia,76631,0.1,0.02,,16S rRNA sequencing,Tissue biopsie,Human,15,15,Vocal cord polyp patients,% (abundancy),% (abundancy)
145,146,,Elevated,13,preferred_term,10037153,16,Psoriasis,62,Streptococcus,1306,15.2,3.4,,qPCR,Skin swab,Human,16,16,Same person (healthy tissue),% (abundancy),% (abundancy)
146,147,,Reduced,13,preferred_term,10037153,16,Psoriasis,101,Propionibacterium,1743,2.9,12.3,,qPCR,Skin swab,Human,16,16,Same person (healthy tissue),% (abundancy),% (abundancy)
147,148,,Reduced,13,preferred_term,10037153,16,Psoriasis,101,Propionibacterium,1743,2.9,21.1,,qPCR,Skin swab,Human,16,16,Healthy control,% (abundancy),% (abundancy)
220,222,,Elevated,4,preferred_term,10009900,18,Ulcerative Colitis,20,Ruminococcus gnavus,33038,0.57,0.39,,qPCR,Tissue biopsie,Human,22,22,Healthy control,% (abundancy),% (abundancy)
221,223,,Elevated,4,preferred_term,10009900,18,Ulcerative Colitis,137,Ruminococcus torques,33039,6.81,0.01,,qPCR,Tissue biopsie,Human,22,22,Healthy control,% (abundancy),% (abundancy)
222,224,,Reduced,4,preferred_term,10009900,18,Ulcerative Colitis,45,Akkermansia muciniphila,239935,0.02,2.91,,qPCR,Tissue biopsie,Human,22,22,Healthy control,% (abundancy),% (abundancy)
223,225,,Elevated,3,preferred_term,10011401,18,Crohn's Disease,20,Ruminococcus gnavus,33038,3.12,0.39,,qPCR,Tissue biopsie,Human,23,22,Healthy control,% (abundancy),% (abundancy)
224,226,,Elevated,3,preferred_term,10011401,18,Crohn's Disease,137,Ruminococcus torques,33039,0.25,0.01,,qPCR,Tissue biopsie,Human,23,22,Healthy control,% (abundancy),% (abundancy)
225,227,,Reduced,3,preferred_term,10011401,18,Crohn's Disease,45,Akkermansia muciniphila,239935,0.2,2.91,,qPCR,Tissue biopsie,Human,23,22,Healthy control,% (abundancy),% (abundancy)
252,257,,Elevated,1,preferred_term,10080683,10,Autism,48,Clostridium hathewayi,154046,1.6,1.2,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
253,258,,Reduced,1,preferred_term,10080683,10,Autism,177,Clostridium methylpentosum,84026,0.1,1.6,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
254,259,,Reduced,1,preferred_term,10080683,10,Autism,21,Dialister invisus,218538,0.1,4.7,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
255,260,,Elevated,1,preferred_term,10080683,10,Autism,179,Eubacterium eligens,39485,3,0.6,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
256,261,,Reduced,1,preferred_term,10080683,10,Autism,180,Eubacterium ruminantium,42322,0.1,1.7,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
257,262,,Reduced,1,preferred_term,10080683,10,Autism,181,Phascolarctobacterium faecium,33025,1.4,1.9,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
258,263,,Reduced,1,preferred_term,10080683,10,Autism,57,Roseburia intestinalis,166486,2,2.5,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
259,265,,Elevated,1,preferred_term,10080683,10,Autism,10,Bacteroides stercoris,46506,0.7,0.3,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
260,266,,Elevated,1,preferred_term,10080683,10,Autism,61,Bacteroides vulgatus,821,12,3.6,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
261,267,,Elevated,1,preferred_term,10080683,10,Autism,183,Parabacteroides distasonis,823,2.5,1.6,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
262,268,,Elevated,1,preferred_term,10080683,10,Autism,184,Prevotella oulorum,28136,2,0,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
263,269,,Reduced,1,preferred_term,10080683,10,Autism,185,Collinsella,102106,0.02,0.62,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
264,270,,Reduced,1,preferred_term,10080683,10,Autism,33,Bifidobacterium,41200,0.26,0.41,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
265,271,,Reduced,1,preferred_term,10080683,10,Autism,39,Bifidobacterium longum,216816,0.08,0.64,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
266,272,,Reduced,1,preferred_term,10080683,10,Autism,187,Bifidobacterium angulatum,1683,0,0.05,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
267,273,,Reduced,1,preferred_term,10080683,10,Autism,21,Dialister invisus,218538,0.08,4.67,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
268,274,,Reduced,1,preferred_term,10080683,10,Autism,188,Clostridium leptum,1535,0.35,2.7,,bTEFAP,Faeces,Human,31,31,Healthy control,% (abundancy),% (abundancy)
