,Unnamed: 0,experiment_id,methodological_detail_id,qualitative_outcome,disease_id,meddra_level,meddra_id,location_id,disease_name,organism_id,organism_name,organism_ncbi_id,subject_value,control_value,ratio,method_name,sample_name,host_type,host_id,publication_id,control_name,response_name,response_unit
1161,4141,4445,46.0,Reduced,218,,,5.0,autoimmune polyendocrine syndrome type 1,304,Porphyromonas gingivalis,837.0,0.0,0.0008,,16S rRNA sequencing,Saliva,Human,596.0,521,Healthy control,% (abundancy),% (abundancy)
1162,4142,4446,46.0,Reduced,218,,,5.0,autoimmune polyendocrine syndrome type 1,246,Leptotrichia,32067.0,0.0002,0.0008,,16S rRNA sequencing,Saliva,Human,596.0,521,Healthy control,% (abundancy),% (abundancy)
1163,4143,4447,46.0,Reduced,218,,,5.0,autoimmune polyendocrine syndrome type 1,623,Fretibacterium fastidiosum,651822.0,0.0,0.0007,,16S rRNA sequencing,Saliva,Human,596.0,521,Healthy control,% (abundancy),% (abundancy)
1164,4144,4448,46.0,Reduced,218,,,5.0,autoimmune polyendocrine syndrome type 1,927,Mogibacterium neglectum,114528.0,0.0001,0.0005,,16S rRNA sequencing,Saliva,Human,596.0,521,Healthy control,% (abundancy),% (abundancy)
1165,4145,4449,46.0,Reduced,218,,,5.0,autoimmune polyendocrine syndrome type 1,56,Haemophilus parainfluenzae,729.0,0.0,0.0004,,16S rRNA sequencing,Saliva,Human,596.0,521,Healthy control,% (abundancy),% (abundancy)
1166,4146,4450,46.0,Reduced,218,,,5.0,autoimmune polyendocrine syndrome type 1,354,Streptococcus constellatus,76860.0,0.0,0.0003,,16S rRNA sequencing,Saliva,Human,596.0,521,Healthy control,% (abundancy),% (abundancy)
1167,4223,4528,52.0,Elevated,145,preferred_term,10002649.0,10.0,anorexia nervosa,232,Enterobacteriaceae,543.0,7.6,2.7,,MiSeq sequencing,Faeces,Human,606.0,527,Healthy control,% (abundancy),% (abundancy)
1168,4224,4529,52.0,Reduced,145,preferred_term,10002649.0,10.0,anorexia nervosa,132,Ruminococcus,41978.0,2.2,4.8,,MiSeq sequencing,Faeces,Human,606.0,527,Healthy control,% (abundancy),% (abundancy)
1169,4225,4530,52.0,Reduced,145,preferred_term,10002649.0,10.0,anorexia nervosa,14,Roseburia,841.0,0.8,2.3,,MiSeq sequencing,Faeces,Human,606.0,527,Healthy control,% (abundancy),% (abundancy)
1170,4226,4531,52.0,Reduced,145,preferred_term,10002649.0,10.0,anorexia nervosa,9,Clostridium,1506.0,0.2,1.4,,MiSeq sequencing,Faeces,Human,606.0,527,Healthy control,% (abundancy),% (abundancy)
1171,4249,4554,55.0,Elevated,13,preferred_term,10037153.0,16.0,psoriasis,908,Malassezia restricta,76775.0,59.7,41.8,,qPCR,Psoriatic scale,Human,609.0,530,Healthy control,% (abundancy),% (abundancy)
1172,4250,4555,55.0,Reduced,13,preferred_term,10037153.0,16.0,psoriasis,942,Malassezia globosa,76773.0,14.5,25.3,,qPCR,Psoriatic scale,Human,609.0,530,Healthy control,% (abundancy),% (abundancy)
1173,4304,4610,58.0,Elevated,3,preferred_term,10011401.0,10.0,crohn's disease,961,Cortinariaceae,34450.0,0.006,0.0007,,ITS2 sequencing,Faeces,Human,612.0,533,Healthy control,% (abundancy),% (abundancy)
1174,4305,4611,58.0,Elevated,3,preferred_term,10011401.0,10.0,crohn's disease,959,Gymnopilus,86085.0,0.006,0.0007,,ITS2 sequencing,Faeces,Human,612.0,533,Healthy control,% (abundancy),% (abundancy)
1175,4306,4612,58.0,Elevated,3,preferred_term,10011401.0,10.0,crohn's disease,963,Hymenochaete,139379.0,0.006999999999999999,0.0007,,ITS2 sequencing,Faeces,Human,612.0,533,Healthy control,% (abundancy),% (abundancy)
1176,4307,4613,58.0,Reduced,3,preferred_term,10011401.0,10.0,crohn's disease,962,Monilinia,38447.0,0.0007,0.02,,ITS2 sequencing,Faeces,Human,612.0,533,Healthy control,% (abundancy),% (abundancy)
1177,4302,4608,58.0,Elevated,3,preferred_term,10011401.0,18.0,crohn's disease,959,Gymnopilus,86085.0,0.02,0.004,,ITS2 sequencing,Tissue biopsie,Human,612.0,533,Healthy control,% (abundancy),% (abundancy)
1178,4303,4609,58.0,Elevated,3,preferred_term,10011401.0,18.0,crohn's disease,960,Psathyrella artemisiae,443882.0,0.7,0.03,,ITS2 sequencing,Tissue biopsie,Human,612.0,533,Healthy control,% (abundancy),% (abundancy)
1179,4360,4692,64.0,Elevated,50,preferred_term,10004213.0,5.0,behcet's disease,56,Haemophilus parainfluenzae,729.0,0.16,0.11800000000000001,,16S rRNA sequencing,Saliva,Human,622.0,542,Healthy control,% (abundancy),% (abundancy)
1180,4361,4693,64.0,Reduced,50,preferred_term,10004213.0,5.0,behcet's disease,616,Alloprevotella,1283313.0,0.0061,0.0179,,16S rRNA sequencing,Saliva,Human,622.0,542,Healthy control,% (abundancy),% (abundancy)
1181,4362,4694,64.0,Reduced,50,preferred_term,10004213.0,5.0,behcet's disease,246,Leptotrichia,32067.0,0.0021,0.0072,,16S rRNA sequencing,Saliva,Human,622.0,542,Healthy control,% (abundancy),% (abundancy)
1182,4363,4695,64.0,Reduced,50,preferred_term,10004213.0,5.0,behcet's disease,89,Selenomonas,970.0,0.0041,0.0085,,16S rRNA sequencing,Saliva,Human,622.0,542,Healthy control,% (abundancy),% (abundancy)
1183,4364,4696,64.0,Reduced,50,preferred_term,10004213.0,5.0,behcet's disease,291,Campylobacter,194.0,0.0139,0.0178,,16S rRNA sequencing,Saliva,Human,622.0,542,Healthy control,% (abundancy),% (abundancy)
1184,4365,4697,64.0,Reduced,50,preferred_term,10004213.0,5.0,behcet's disease,513,Clostridiales,186802.0,0.0017,0.0049,,16S rRNA sequencing,Saliva,Human,622.0,542,Healthy control,% (abundancy),% (abundancy)
1185,4366,4698,64.0,Reduced,50,preferred_term,10004213.0,5.0,behcet's disease,691,Actinomyces graevenitzii,55565.0,0.0024,0.0048,,16S rRNA sequencing,Saliva,Human,622.0,542,Healthy control,% (abundancy),% (abundancy)
1186,4367,4699,64.0,Reduced,50,preferred_term,10004213.0,5.0,behcet's disease,516,Prevotella pallens,60133.0,0.0008,0.0021,,16S rRNA sequencing,Saliva,Human,622.0,542,Healthy control,% (abundancy),% (abundancy)
1187,4368,4700,64.0,Reduced,50,preferred_term,10004213.0,5.0,behcet's disease,774,Atopobium parvulum,1382.0,0.0027,0.0044,,16S rRNA sequencing,Saliva,Human,622.0,542,Healthy control,% (abundancy),% (abundancy)
1188,4369,4701,64.0,Reduced,50,preferred_term,10004213.0,5.0,behcet's disease,55,Lachnospiraceae,186803.0,0.0004,0.002,,16S rRNA sequencing,Saliva,Human,622.0,542,Healthy control,% (abundancy),% (abundancy)
1189,4370,4702,64.0,Reduced,50,preferred_term,10004213.0,5.0,behcet's disease,271,TM7,,0.0001,0.001,,16S rRNA sequencing,Saliva,Human,622.0,542,Healthy control,% (abundancy),% (abundancy)
1190,4371,4703,64.0,Reduced,50,preferred_term,10004213.0,5.0,behcet's disease,348,Bacteroidetes,976.0,0.0003,0.0009,,16S rRNA sequencing,Saliva,Human,622.0,542,Healthy control,% (abundancy),% (abundancy)
1191,4372,4704,64.0,Reduced,50,preferred_term,10004213.0,5.0,behcet's disease,926,Lachnoanaerobaculum orale,979627.0,0.0009,0.0197,,16S rRNA sequencing,Saliva,Human,622.0,542,Healthy control,% (abundancy),% (abundancy)
1192,4373,4705,64.0,Reduced,50,preferred_term,10004213.0,5.0,behcet's disease,389,Bulleidia moorei,102148.0,0.0009,0.0017,,16S rRNA sequencing,Saliva,Human,622.0,542,Healthy control,% (abundancy),% (abundancy)
1193,4374,4706,64.0,Reduced,50,preferred_term,10004213.0,5.0,behcet's disease,35,Veillonella,29465.0,0.0006,0.0012,,16S rRNA sequencing,Saliva,Human,622.0,542,Healthy control,% (abundancy),% (abundancy)
1194,4375,4707,64.0,Reduced,50,preferred_term,10004213.0,5.0,behcet's disease,988,Prevotella enoeca,76123.0,0.0002,0.0003,,16S rRNA sequencing,Saliva,Human,622.0,542,Healthy control,% (abundancy),% (abundancy)
1195,4387,4719,66.0,Reduced,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,32,Streptococcus mitis,28037.0,18.62,32.73,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1196,4388,4720,66.0,Reduced,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,122,Streptococcus pneumoniae,1313.0,13.79,25.45,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1197,4389,4721,66.0,Reduced,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,438,Gemella haemolysans,1379.0,1.38,7.27,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1198,4390,4722,66.0,Reduced,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,548,Rothia denticariosa,2047.0,0.021,3.64,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1199,4391,4723,66.0,Reduced,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,989,Actinomyces urogenitalis,103621.0,0.69,1.82,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1200,4392,4724,66.0,Reduced,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,576,Haemophilus influenzae,727.0,1.38,1.82,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1201,4393,4725,66.0,Reduced,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,304,Porphyromonas gingivalis,837.0,0.0,1.82,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1202,4394,4726,66.0,Reduced,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,990,Prevotella bergensis,242750.0,0.0,1.82,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1203,4395,4727,66.0,Reduced,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,421,Gemella morbillorum,29391.0,0.0,1.82,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1204,4396,4728,66.0,Reduced,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,929,Streptococcus infantis,68892.0,0.0,1.82,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1205,4397,4729,66.0,Reduced,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,991,Neisseria meningitidis,487.0,0.0,1.82,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1206,4398,4730,66.0,Reduced,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,992,Neisseria subflava,28449.0,0.0,1.82,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1207,4399,4731,66.0,Reduced,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,993,Enhydrobacter aerosaccus,225324.0,0.0,1.82,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1208,4400,4732,66.0,Reduced,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,318,Psychrobacter,497.0,0.0,1.82,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1209,4401,4733,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,305,Fusobacterium nucleatum,851.0,5.52,3.64,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1210,4402,4734,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,351,Streptococcus oralis,1303.0,4.14,1.82,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1211,4403,4735,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,384,Streptococcus parasanguinis,1318.0,4.83,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1212,4404,4736,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,994,Fibrobacter succinogenes,833.0,4.14,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1213,4405,4737,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,345,Campylobacter concisus,199.0,4.14,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1214,4406,4738,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,24,Prevotella melaninogenica,28132.0,2.07,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1215,4407,4739,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,357,Capnocytophaga ochracea,1018.0,2.07,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1216,4408,4740,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,441,Streptococcus vestibularis,1343.0,2.07,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1217,4409,4741,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,346,Veillonella parvula,29466.0,2.07,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1218,4410,4742,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,402,Rothia mucilaginosa,43675.0,2.07,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1219,4411,4743,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,995,Corynebacterium efficiens,152794.0,1.38,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1220,4412,4744,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,996,Corynebacterium matruchotii,43768.0,1.38,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1221,4413,4745,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,430,Granulicatella adiacens,46124.0,1.38,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1222,4414,4746,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,352,Streptococcus gordonii,1302.0,1.38,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1223,4415,4747,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,426,Streptococcus salivarius,1304.0,1.38,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1224,4416,4748,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,828,Leptotrichia buccalis,40542.0,1.38,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1225,4417,4749,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,997,Thermonospora curvata,2020.0,0.69,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1226,4418,4751,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,421,Gemella morbillorum,29391.0,0.69,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1227,4419,4752,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,998,Streptococcus pyogenes,1314.0,0.69,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1228,4420,4753,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,5,Streptococcus thermophiles,1308.0,0.69,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1229,4421,4754,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,23,Parvimonas micra,33033.0,0.69,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1230,4422,4755,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,485,Eubacterium saburreum,467210.0,0.69,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1231,4423,4756,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,707,Lautropia mirabilis,47671.0,0.69,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1232,4424,4757,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,447,Delftia acidovorans,80866.0,0.69,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1233,4425,4758,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,517,Simonsiella muelleri,72.0,0.69,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1234,4426,4759,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,999,Treponema vincentii,69710.0,0.69,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1235,4427,4760,66.0,Elevated,221,low_level_term,10030961.0,5.0,oral potentially malignant disorder,360,Capnocytophaga gingivalis,1017.0,0.69,0.0,,Metagenomic sequencing,Punch biopsie,Human,625.0,545,Same person (healthy tissue),% (abundancy),% (abundancy)
1236,4836,5190,94.0,Reduced,231,low_level_term,10026948.0,10.0,maturity-onset diabetes of the young 2,64,Lachnospira,28050.0,7.15,15.25,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1237,4837,5191,94.0,Reduced,231,low_level_term,10026948.0,10.0,maturity-onset diabetes of the young 2,14,Roseburia,841.0,4.16,6.99,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1238,4838,5192,94.0,Reduced,231,low_level_term,10026948.0,10.0,maturity-onset diabetes of the young 2,328,Anaerostipes,207244.0,2.97,5.79,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1239,4839,5193,94.0,Reduced,231,low_level_term,10026948.0,10.0,maturity-onset diabetes of the young 2,65,Faecalibacterium,216851.0,8.08,13.26,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1240,4840,5194,94.0,Elevated,231,low_level_term,10026948.0,10.0,maturity-onset diabetes of the young 2,44,Prevotella,59823.0,8.32,1.42,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1241,4823,5177,94.0,Elevated,35,preferred_term,10067584.0,10.0,type 1 diabetes,36,Bacteroides,29523.0,72.11,58.45,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1242,4824,5178,94.0,Elevated,35,preferred_term,10067584.0,10.0,type 1 diabetes,44,Prevotella,59823.0,1.95,1.42,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1243,4825,5179,94.0,Elevated,35,preferred_term,10067584.0,10.0,type 1 diabetes,132,Ruminococcus,41978.0,17.19,8.85,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1244,4826,5180,94.0,Elevated,35,preferred_term,10067584.0,10.0,type 1 diabetes,214,Blautia,572511.0,15.5,3.74,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1245,4827,5181,94.0,Elevated,35,preferred_term,10067584.0,10.0,type 1 diabetes,35,Veillonella,29465.0,21.59,7.2,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1246,4828,5182,94.0,Elevated,35,preferred_term,10067584.0,10.0,type 1 diabetes,62,Streptococcus,1306.0,4.86,1.47,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1247,4829,5183,94.0,Reduced,35,preferred_term,10067584.0,10.0,type 1 diabetes,64,Lachnospira,28050.0,5.34,15.25,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1248,4830,5184,94.0,Reduced,35,preferred_term,10067584.0,10.0,type 1 diabetes,14,Roseburia,841.0,1.35,6.99,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1249,4831,5185,94.0,Reduced,35,preferred_term,10067584.0,10.0,type 1 diabetes,328,Anaerostipes,207244.0,2.15,5.79,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1250,4832,5186,94.0,Reduced,35,preferred_term,10067584.0,10.0,type 1 diabetes,65,Faecalibacterium,216851.0,4.21,13.26,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1251,4833,5187,94.0,Reduced,35,preferred_term,10067584.0,10.0,type 1 diabetes,33,Bifidobacterium,41200.0,1.93,6.75,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1252,4834,5188,94.0,Elevated,35,preferred_term,10067584.0,10.0,type 1 diabetes,175,Sutterella,40544.0,61.3,57.07,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1253,4835,5189,94.0,Elevated,35,preferred_term,10067584.0,10.0,type 1 diabetes,42,Enterobacter,42895.0,16.18,6.99,,16S rRNA sequencing,Faeces,Human,665.0,585,Healthy control,% (abundancy),% (abundancy)
1254,4886,5241,99.0,Elevated,232,low_level_term,10042080.0,10.0,stomach cancer,132,Ruminococcus,41978.0,2.9,0.8,,16S rRNA sequencing,Faeces,Human,674.0,592,Healthy control,% (abundancy),% (abundancy)
1255,4887,5242,99.0,Elevated,232,low_level_term,10042080.0,10.0,stomach cancer,54,Subdoligranulum,292632.0,0.2,0.0,,16S rRNA sequencing,Faeces,Human,674.0,592,Healthy control,% (abundancy),% (abundancy)
1256,4888,5243,99.0,Reduced,232,low_level_term,10042080.0,10.0,stomach cancer,636,Lachnoclostridium,1506553.0,0.4,0.6,,16S rRNA sequencing,Faeces,Human,674.0,592,Healthy control,% (abundancy),% (abundancy)
1257,4889,5244,99.0,Reduced,232,low_level_term,10042080.0,10.0,stomach cancer,213,Oscillibacter,459786.0,0.1,0.2,,16S rRNA sequencing,Faeces,Human,674.0,592,Healthy control,% (abundancy),% (abundancy)
1258,4890,5245,99.0,Reduced,55,preferred_term,10033609.0,10.0,pancreatic cancer,53,Parabacteroides,1869337.0,0.5,5.0,,16S rRNA sequencing,Faeces,Human,675.0,592,Healthy control,% (abundancy),% (abundancy)
1259,4891,5246,99.0,Elevated,77,preferred_term,10048832.0,10.0,colon adenomas,54,Subdoligranulum,292632.0,0.1,0.0,,16S rRNA sequencing,Faeces,Human,676.0,592,Healthy control,% (abundancy),% (abundancy)
1260,4892,5247,99.0,Reduced,77,preferred_term,10048832.0,10.0,colon adenomas,636,Lachnoclostridium,1506553.0,0.2,0.6,,16S rRNA sequencing,Faeces,Human,676.0,592,Healthy control,% (abundancy),% (abundancy)
1261,4893,5248,99.0,Reduced,77,preferred_term,10048832.0,10.0,colon adenomas,213,Oscillibacter,459786.0,0.0,0.2,,16S rRNA sequencing,Faeces,Human,676.0,592,Healthy control,% (abundancy),% (abundancy)
1262,4894,5250,99.0,Reduced,90,preferred_term,10010038.0,10.0,rectal carcinoma,33,Bifidobacterium,41200.0,0.0,0.4,,16S rRNA sequencing,Faeces,Human,677.0,592,Healthy control,% (abundancy),% (abundancy)
1263,4895,5251,99.0,Reduced,233,preferred_term,10054184.0,10.0,small intestine neoplasm,636,Lachnoclostridium,1506553.0,0.1,0.6,,16S rRNA sequencing,Faeces,Human,678.0,592,Healthy control,% (abundancy),% (abundancy)
1264,4907,5263,101.0,Elevated,39,preferred_term,10009839.0,10.0,"celiac disease, coaliac disease",248,Neisseria,482.0,46.63,19.23,,16S rRNA sequencing,Oropharynx swab,Human,680.0,594,Healthy control,% (abundancy),% (abundancy)
1265,4908,5264,101.0,Reduced,39,preferred_term,10009839.0,10.0,"celiac disease, coaliac disease",44,Prevotella,59823.0,8.52,33.75,,16S rRNA sequencing,Oropharynx swab,Human,680.0,594,Healthy control,% (abundancy),% (abundancy)
1266,4972,5328,106.0,Reduced,198,preferred_term,10063844.0,10.0,autism spectrum disorders,62,Streptococcus,1306.0,0.0437,2.4549,,16S rRNA sequencing,Faeces,Human,685.0,599,Healthy control,% (abundancy),% (abundancy)
1267,4973,5329,106.0,Reduced,198,preferred_term,10063844.0,10.0,autism spectrum disorders,35,Veillonella,29465.0,0.0919,2.7029,,16S rRNA sequencing,Faeces,Human,685.0,599,Healthy control,% (abundancy),% (abundancy)
1268,4974,5330,106.0,Reduced,198,preferred_term,10063844.0,10.0,autism spectrum disorders,63,Escherichia,561.0,0.3306,2.4151,,16S rRNA sequencing,Faeces,Human,685.0,599,Healthy control,% (abundancy),% (abundancy)
1269,4975,5331,106.0,Reduced,198,preferred_term,10063844.0,10.0,autism spectrum disorders,454,Clostridiaceae,31979.0,0.2599,5.3084,,16S rRNA sequencing,Faeces,Human,685.0,599,Healthy control,% (abundancy),% (abundancy)
1270,4976,5332,106.0,Reduced,198,preferred_term,10063844.0,10.0,autism spectrum disorders,135,Actinomyces,29317.0,0.0009,0.009000000000000001,,16S rRNA sequencing,Faeces,Human,685.0,599,Healthy control,% (abundancy),% (abundancy)
1271,4977,5333,106.0,Reduced,198,preferred_term,10063844.0,10.0,autism spectrum disorders,78,Parvimonas,543311.0,0.009000000000000001,0.83,,16S rRNA sequencing,Faeces,Human,685.0,599,Healthy control,% (abundancy),% (abundancy)
1272,4978,5334,106.0,Reduced,198,preferred_term,10063844.0,10.0,autism spectrum disorders,391,Bulleidia,118747.0,0.0002,0.0014,,16S rRNA sequencing,Faeces,Human,685.0,599,Healthy control,% (abundancy),% (abundancy)
1273,4979,5335,106.0,Reduced,198,preferred_term,10063844.0,10.0,autism spectrum disorders,465,Peptoniphilus,162289.0,0.0,0.0011,,16S rRNA sequencing,Faeces,Human,685.0,599,Healthy control,% (abundancy),% (abundancy)
1274,5026,5386,111.0,Elevated,237,preferred_term,10023774.0,54.0,lung cancer,44,Prevotella,59823.0,5.3,0.46,,16S rRNA sequencing,Tissue biopsie,Human,693.0,605,Emphysema patients,% (abundancy),% (abundancy)
